id,carat,cut,color,clarity,x,y,z,depth,table,price
52939,0.34,Ideal,E,VS1,4.5,4.47,2.77,61.8,57.0,1033
52940,0.35,Ideal,D,VVS1,4.55,4.57,2.8,61.4,55.0,1672
52941,0.35,Ideal,D,SI1,4.53,4.56,2.8,61.6,55.0,644
52942,0.23,Very Good,D,VVS2,4.04,4.06,2.37,58.5,62.0,472
52943,0.31,Ideal,G,VS2,4.31,4.34,2.71,62.7,57.0,544
52944,1.08,Premium,F,SI1,6.57,6.61,4.09,62.1,58.0,4864
52945,1.51,Premium,J,VS2,7.31,7.35,4.57,62.3,59.0,7418
52946,0.5,Fair,H,VS1,4.94,4.89,3.3,67.1,58.0,1134
52947,0.72,Premium,F,SI1,5.79,5.73,3.55,61.6,60.0,2314
52948,0.3,Ideal,E,VS2,4.35,4.32,2.69,62.1,55.0,844
52949,0.38,Ideal,E,VVS2,4.71,4.74,2.83,59.9,61.0,1008
52950,1.01,Very Good,G,VS1,6.35,6.33,4.01,63.2,61.0,6529
52951,0.7,Premium,F,VS1,5.73,5.7,3.45,60.4,60.0,2879
52952,1.0,Good,D,SI1,6.37,6.42,3.87,60.5,60.0,5546
52953,0.9,Very Good,D,SI1,6.13,6.1,3.88,63.4,57.0,4447
52954,0.53,Ideal,F,VVS2,5.22,5.15,3.22,62.1,56.0,2290
52955,0.7,Very Good,H,SI2,5.72,5.77,3.53,61.6,56.1,2306
52956,0.91,Very Good,D,SI1,6.24,6.21,3.79,60.8,60.0,4561
52957,0.31,Premium,G,VS2,4.34,4.31,2.66,61.5,60.0,698
52958,0.7,Fair,H,SI1,5.53,5.59,3.64,65.5,57.0,2048
52959,0.31,Ideal,G,VVS1,4.3,4.34,2.69,62.5,56.0,772
52960,1.51,Fair,D,SI1,7.18,7.11,4.58,64.1,60.0,9293
52961,0.79,Very Good,H,VS1,5.85,5.92,3.75,63.7,56.0,2784
52962,1.21,Very Good,G,VVS2,6.88,6.92,4.17,60.4,56.0,9484
52963,0.31,Good,H,SI1,4.29,4.31,2.75,64.0,54.0,402
52964,0.56,Ideal,G,VS2,5.37,5.39,3.21,59.6,57.0,1662
52965,2.08,Premium,H,SI1,8.13,8.1,5.08,62.6,59.0,17778
52966,0.47,Ideal,F,VS2,5.02,5.08,3.07,60.7,56.1,1226
52967,1.01,Premium,H,VS1,6.52,6.49,3.96,60.9,62.0,5000
52968,1.12,Ideal,H,SI2,6.69,6.66,4.1,61.4,56.0,3763
52969,1.01,Premium,G,VVS2,6.45,6.41,3.98,61.9,59.0,7964
52970,0.78,Premium,F,SI1,5.83,5.8,3.63,62.4,58.0,2777
52971,0.9,Very Good,E,SI1,6.13,6.17,3.82,62.1,59.0,4201
52972,0.36,Very Good,E,SI1,4.59,4.62,2.76,59.9,60.0,615
52973,1.2,Very Good,J,SI1,6.82,6.87,4.2,61.4,59.0,4752
52974,0.59,Ideal,D,SI2,5.41,5.38,3.36,62.3,55.0,1572
52975,1.03,Premium,H,VS1,6.48,6.45,4.01,62.0,59.0,5624
52976,0.44,Premium,E,SI1,4.86,4.79,3.0,62.2,60.0,1040
52977,0.7,Very Good,F,VVS2,5.63,5.67,3.53,62.5,58.0,3247
52978,0.3,Premium,E,VS1,4.32,4.28,2.64,61.4,59.0,814
52979,1.5,Premium,F,VS2,7.34,7.32,4.51,61.5,58.0,14719
52980,1.22,Premium,E,SI2,6.93,6.89,4.18,60.5,60.0,4974
52981,0.38,Ideal,D,SI1,4.6,4.65,2.88,62.3,57.0,581
52982,0.33,Ideal,I,IF,4.45,4.41,2.72,61.4,56.0,891
52983,0.6,Premium,G,SI1,5.38,5.34,3.32,61.9,61.0,1646
52984,1.5,Good,J,SI2,7.3,7.32,4.45,60.9,62.0,6746
52985,0.99,Very Good,D,SI1,6.34,6.37,3.98,62.6,57.0,5671
52986,0.4,Good,G,VS2,4.67,4.7,2.94,62.8,54.4,909
52987,0.3,Ideal,D,SI1,4.33,4.35,2.69,62.0,53.0,524
52988,0.77,Premium,F,VS2,5.94,5.9,3.66,61.8,56.0,2889
52989,0.7,Good,I,VVS2,5.57,5.6,3.54,63.4,59.0,2394
52990,1.32,Ideal,I,SI1,7.07,7.01,4.38,62.2,57.0,6431
52991,1.01,Ideal,G,SI2,6.5,6.42,3.97,61.5,57.0,4299
52992,1.02,Ideal,E,IF,6.41,6.47,4.03,62.6,57.0,11500
52993,0.79,Ideal,D,SI1,5.95,6.02,3.66,61.2,56.0,3242
52994,0.56,Ideal,H,VVS1,5.3,5.26,3.29,62.3,55.0,1882
52995,1.22,Very Good,D,SI2,6.96,7.08,4.14,59.0,58.0,6607
52996,0.38,Ideal,G,SI2,4.58,4.59,2.88,62.8,57.0,566
52997,0.42,Very Good,I,VS1,4.82,4.88,2.93,60.4,60.0,791
52998,0.31,Good,G,VS1,4.27,4.3,2.73,63.7,56.0,625
52999,0.53,Ideal,D,VS2,5.2,5.26,3.2,61.2,57.0,1857
53000,2.5,Fair,G,SI2,8.36,8.29,5.58,67.0,57.0,14194
53001,0.91,Fair,H,SI1,6.1,6.07,3.92,64.4,60.0,3180
53002,0.41,Premium,G,VS1,4.7,4.75,2.96,62.6,58.0,899
53003,0.43,Premium,H,VS1,4.98,4.86,2.95,60.0,59.0,1113
53004,0.31,Ideal,G,IF,4.32,4.3,2.7,62.6,57.0,988
53005,1.01,Very Good,F,IF,6.48,6.59,3.87,59.2,60.0,10800
53006,2.0,Very Good,I,VS2,8.13,8.21,4.86,59.5,62.0,15510
53007,0.32,Ideal,G,IF,4.4,4.43,2.7,61.2,57.0,954
53008,1.66,Very Good,G,VS2,7.61,7.49,4.77,63.2,56.0,15229
53009,2.02,Fair,G,I1,7.77,7.72,5.27,68.0,55.0,6346
53010,0.3,Ideal,D,VS2,4.32,4.36,2.68,61.8,55.0,710
53011,1.07,Good,H,VS2,6.54,6.47,4.15,63.8,57.0,5758
53012,0.34,Ideal,D,SI1,4.51,4.48,2.75,61.2,57.0,803
53013,1.33,Ideal,J,VS1,7.11,7.08,4.35,61.3,57.0,6118
53014,1.53,Very Good,H,SI1,7.44,7.45,4.55,61.1,57.0,10468
53015,1.11,Very Good,G,VS2,6.55,6.6,4.09,62.2,57.0,6953
53016,1.5,Good,F,SI2,7.33,7.41,4.51,61.2,63.0,9028
53017,0.31,Very Good,H,IF,4.37,4.4,2.69,61.3,55.0,778
53018,0.32,Ideal,H,VVS1,4.4,4.42,2.73,61.9,54.0,708
53019,0.28,Ideal,I,VS2,4.19,4.22,2.62,62.4,56.0,503
53020,0.31,Good,G,SI1,4.27,4.3,2.71,63.2,57.0,462
53021,1.3,Ideal,H,VS1,7.01,6.98,4.35,62.2,57.0,5962
53022,1.0,Good,G,SI2,6.3,6.26,4.02,64.0,55.0,3941
53023,0.51,Ideal,G,VVS1,5.14,5.2,3.2,61.9,53.0,1919
53024,0.59,Very Good,D,VS2,5.28,5.32,3.35,63.2,57.0,1948
53025,0.43,Premium,G,VVS1,4.8,4.82,2.98,62.0,59.0,1207
53026,0.79,Ideal,D,SI1,6.01,5.96,3.67,61.3,54.0,3270
53027,0.35,Ideal,H,VS1,4.53,4.56,2.81,61.8,57.0,646
53028,1.07,Very Good,H,SI2,6.53,6.57,4.07,62.1,58.0,4716
53029,0.52,Ideal,E,VS2,5.12,5.16,3.18,61.9,56.0,1689
53030,0.51,Ideal,F,SI2,5.18,5.21,3.17,61.0,55.0,1100
53031,0.38,Ideal,D,VVS2,4.63,4.73,2.87,61.3,56.0,1200
53032,1.52,Premium,D,SI2,7.5,7.42,4.46,59.8,60.0,10623
53033,0.54,Good,E,SI2,5.18,5.12,3.29,63.9,54.0,1112
53034,0.7,Fair,E,SI1,5.76,5.74,3.29,57.2,66.0,2000
53035,0.33,Ideal,G,VS1,4.45,4.42,2.74,61.8,56.0,854
53036,0.74,Ideal,G,VS1,5.84,5.91,3.58,60.9,55.0,3635
53037,1.5,Fair,G,SI1,7.15,7.09,4.59,64.5,57.0,10352
53038,0.75,Very Good,E,SI2,5.95,5.99,3.52,59.0,58.0,2363
53039,1.0,Good,E,SI2,6.32,6.27,4.01,63.7,61.0,3889
53040,0.4,Good,E,SI1,4.66,4.68,3.0,64.2,57.0,662
53041,1.11,Good,I,VS2,6.52,6.57,4.16,63.6,58.0,4963
53042,0.51,Very Good,F,SI1,5.12,5.06,3.21,63.1,54.0,1312
53043,0.9,Premium,G,SI1,6.16,6.12,3.72,60.6,61.0,3407
53044,0.34,Ideal,E,VS1,4.47,4.44,2.78,62.4,55.0,1033
53045,0.38,Ideal,E,VVS2,4.62,4.66,2.88,62.1,54.5,1073
53046,1.22,Premium,E,SI2,6.84,6.86,4.21,61.5,58.0,6012
53047,1.18,Premium,J,VS2,6.78,6.69,4.23,62.8,59.0,3913
53048,0.4,Ideal,I,SI1,4.74,4.78,2.94,61.8,55.0,573
53049,1.33,Ideal,I,SI1,7.06,7.1,4.36,61.6,57.0,7526
53050,1.71,Premium,I,SI1,7.79,7.75,4.68,60.2,58.0,11104
53051,1.07,Premium,D,SI1,6.68,6.64,4.01,60.2,55.0,6112
53052,0.57,Ideal,H,VS1,5.33,5.36,3.3,61.7,54.0,1554
53053,1.04,Premium,E,SI1,6.54,6.47,3.98,61.2,59.0,5894
53054,0.91,Very Good,J,VS2,6.13,6.25,3.81,61.6,59.0,3290
53055,0.41,Ideal,D,VS2,4.87,4.84,2.9,59.7,57.0,1177
53056,2.02,Ideal,J,SI2,8.03,8.07,5.05,62.7,56.9,11314
53057,1.32,Ideal,H,VVS1,6.98,7.03,4.35,62.1,55.0,9572
53058,0.83,Premium,F,VS2,6.0,5.96,3.71,62.0,59.0,3393
53059,0.7,Good,D,SI1,5.74,5.81,3.46,59.9,63.0,2444
53060,1.54,Very Good,G,SI2,7.35,7.42,4.54,61.5,61.0,8808
53061,0.94,Very Good,H,SI2,6.21,6.24,3.9,62.7,61.0,3624
53062,0.33,Ideal,F,IF,4.47,4.5,2.75,61.3,55.0,1240
53063,0.9,Very Good,G,VS1,6.14,6.16,3.84,62.4,58.0,4297
53064,0.3,Premium,F,VVS2,4.31,4.36,2.66,61.4,59.0,737
53065,1.51,Good,I,VS2,7.23,7.27,4.56,62.9,57.0,8720
53066,1.03,Ideal,H,SI2,6.48,6.52,3.97,61.1,57.0,4325
53067,0.31,Very Good,E,SI1,4.31,4.28,2.71,63.1,57.0,698
53068,0.41,Ideal,G,VS2,4.76,4.71,2.97,62.7,56.0,1061
53069,0.9,Very Good,F,SI2,6.2,6.1,3.81,62.0,59.0,3977
53070,0.32,Ideal,D,SI2,4.41,4.39,2.69,61.1,56.0,612
53071,0.3,Ideal,F,VS1,4.32,4.35,2.67,61.6,54.0,621
53072,0.61,Ideal,G,VVS2,5.42,5.45,3.39,62.4,53.8,2331
53073,0.43,Ideal,D,VS1,4.86,4.83,3.01,62.1,55.0,1264
53074,2.54,Very Good,H,SI2,8.68,8.65,5.5,63.5,56.0,16353
53075,1.01,Ideal,H,VS2,6.4,6.35,4.0,62.7,56.0,5260
53076,1.04,Ideal,H,SI2,6.54,6.59,3.96,60.3,57.0,4323
53077,1.4,Very Good,E,VS1,7.28,7.38,4.33,59.1,57.0,12196
53078,1.51,Premium,H,VS1,7.34,7.27,4.56,62.4,60.0,10939
53079,0.52,Ideal,F,VS1,5.13,5.16,3.19,62.0,57.0,1778
53080,0.72,Ideal,H,VS1,5.77,5.85,3.56,61.5,55.0,3274
53081,0.4,Very Good,D,VVS2,4.7,4.72,2.95,62.6,55.0,1168
53082,0.94,Ideal,D,SI1,6.24,6.29,3.9,62.3,57.0,4575
53083,0.4,Good,I,VS2,4.72,4.68,3.0,63.8,54.0,855
53084,1.51,Premium,F,SI1,7.32,7.28,4.6,63.0,58.0,11957
53085,1.02,Very Good,H,VS2,6.42,6.38,4.05,63.3,60.0,5255
53086,1.83,Very Good,E,SI2,7.81,7.89,4.87,62.0,57.0,12379
53087,0.38,Ideal,H,VVS2,4.62,4.66,2.89,62.2,54.6,832
53088,0.74,Good,D,SI1,5.71,5.74,3.61,63.1,59.0,2753
53089,0.74,Ideal,G,SI1,5.8,5.85,3.59,61.6,55.0,2760
53090,0.52,Premium,E,SI1,5.17,5.12,3.17,61.6,58.0,1605
53091,0.82,Ideal,D,VS2,6.02,6.05,3.67,60.8,57.0,4628
53092,0.45,Ideal,J,VVS1,4.93,4.95,3.06,61.9,56.0,978
53093,2.14,Ideal,I,SI2,8.4,8.34,5.08,60.7,57.0,14267
53094,1.01,Fair,F,VS2,6.3,6.25,4.07,64.8,56.0,4791
53095,0.35,Ideal,E,SI1,4.57,4.53,2.77,60.9,55.0,788
53096,1.21,Ideal,H,SI2,6.87,6.82,4.25,62.1,55.0,5692
53097,0.5,Ideal,E,SI1,5.12,5.15,3.14,61.2,56.0,1555
53098,1.03,Good,D,SI2,6.57,6.61,3.91,59.3,58.0,4671
53099,0.4,Premium,F,VS1,4.76,4.8,2.89,60.5,60.0,982
53100,1.06,Premium,F,SI1,6.53,6.58,4.06,61.9,58.0,4774
53101,1.0,Good,G,SI1,6.36,6.4,3.95,61.9,61.0,4859
53102,0.41,Very Good,G,VS1,4.77,4.8,2.98,62.3,56.0,899
53103,0.71,Very Good,J,VS2,5.63,5.71,3.56,62.8,61.0,1821
53104,0.25,Premium,F,VS1,4.05,4.02,2.47,61.2,59.0,558
53105,0.33,Ideal,E,SI1,4.45,4.42,2.77,62.5,55.0,743
53106,0.9,Very Good,H,VS1,6.14,6.18,3.86,62.7,57.0,4136
53107,0.33,Premium,G,VVS2,4.47,4.5,2.72,60.6,58.0,752
53108,1.5,Ideal,G,VS1,7.41,7.37,4.53,61.3,56.0,16171
53109,0.51,Good,D,SI2,5.04,5.1,3.24,63.9,55.0,1180
53110,1.7,Very Good,H,SI2,7.67,7.72,4.68,60.8,56.0,10255
53111,0.35,Ideal,D,VS1,4.55,4.58,2.8,61.4,56.0,1026
53112,0.53,Very Good,E,VS2,5.21,5.28,3.15,60.1,60.0,1612
53113,0.34,Ideal,E,VVS2,4.48,4.44,2.78,62.3,57.0,1071
53114,0.64,Ideal,F,VVS2,5.57,5.59,3.4,60.9,56.0,3217
53115,1.07,Ideal,F,SI2,6.56,6.53,4.03,61.6,57.0,5405
53116,0.39,Premium,E,VS2,4.83,4.79,2.87,59.7,59.0,975
53117,0.55,Very Good,F,VS2,5.23,5.27,3.28,62.5,56.0,1625
53118,0.67,Premium,D,SI2,5.65,5.6,3.54,62.9,56.0,1819
53119,0.27,Ideal,I,VS2,4.14,4.18,2.58,62.1,56.0,534
53120,0.34,Premium,I,VS2,4.48,4.44,2.77,62.1,57.0,612
53121,1.02,Ideal,J,VS2,6.42,6.45,3.99,62.0,56.0,4485
53122,1.07,Very Good,G,VVS2,6.46,6.56,4.09,62.8,57.0,7975
53123,0.56,Ideal,D,VS2,5.28,5.35,3.24,61.0,57.0,1963
53124,0.35,Ideal,E,SI1,4.55,4.57,2.81,61.6,55.0,744
53125,0.53,Ideal,E,VS2,5.26,5.3,3.21,60.8,55.0,1707
53126,0.51,Ideal,D,SI2,5.12,5.15,3.21,62.5,55.0,1264
53127,1.06,Very Good,D,VVS1,6.49,6.52,4.03,61.8,57.0,11815
53128,1.01,Good,F,SI1,6.31,6.4,4.02,63.3,58.0,4479
53129,0.4,Ideal,D,VS2,4.75,4.71,2.91,61.5,55.0,1050
53130,1.03,Premium,E,VS2,6.42,6.44,4.02,62.5,59.0,6072
53131,0.76,Very Good,F,VS2,5.8,5.86,3.62,62.0,58.0,2873
53132,0.44,Ideal,G,SI2,4.93,4.95,3.02,61.1,55.0,694
53133,2.07,Good,I,SI1,8.09,7.99,5.11,63.6,58.0,13993
53134,0.41,Premium,E,SI1,4.8,4.78,2.9,60.5,61.0,969
53135,0.53,Ideal,D,VS2,5.17,5.21,3.21,61.8,57.0,1694
53136,0.32,Ideal,F,VS2,4.44,4.4,2.7,61.1,57.0,828
53137,0.7,Very Good,D,VS1,5.73,5.76,3.45,60.1,60.0,3208
53138,0.9,Very Good,E,SI1,6.19,6.23,3.81,61.4,56.0,5387
53139,0.3,Premium,H,VVS2,4.37,4.34,2.65,60.8,58.0,776
53140,1.0,Premium,G,VS2,6.54,6.49,3.94,62.2,58.0,6048
53141,1.0,Premium,E,VS1,6.41,6.44,3.98,61.9,60.0,7260
53142,1.21,Ideal,H,VS2,6.86,6.8,4.23,61.9,55.0,7250
53143,0.9,Ideal,E,SI1,6.31,6.37,3.75,59.1,59.0,4439
53144,0.76,Very Good,E,SI2,5.89,5.98,3.61,60.8,60.0,2831
53145,1.53,Premium,H,VS1,7.41,7.36,4.49,60.8,59.0,11413
53146,0.4,Ideal,I,VVS2,4.74,4.77,2.95,62.0,56.0,1240
53147,0.3,Good,H,SI1,4.28,4.26,2.72,63.7,57.0,554
53148,0.32,Premium,G,SI1,4.4,4.36,2.7,61.6,58.0,612
53149,2.27,Ideal,G,SI1,8.46,8.42,5.16,61.1,60.0,18343
53150,1.01,Good,F,VVS2,6.47,6.54,3.92,60.3,62.0,8647
53151,1.34,Ideal,H,VS2,7.05,7.08,4.37,61.9,55.0,8771
53152,0.25,Ideal,D,SI1,4.09,4.14,2.52,61.5,55.0,452
53153,1.18,Premium,J,SI2,6.78,6.83,4.17,61.3,60.0,4197
53154,0.77,Good,F,VS1,5.98,6.03,3.56,59.3,56.0,3393
53155,0.73,Ideal,G,VS2,5.8,5.83,3.58,61.6,56.0,3595
53156,0.32,Good,E,VVS1,4.45,4.48,2.65,59.4,61.0,801
53157,1.2,Premium,J,SI1,6.88,6.84,4.16,60.6,59.0,4838
53158,0.33,Premium,G,SI2,4.52,4.5,2.68,59.4,59.0,557
53159,0.33,Ideal,E,VVS1,4.47,4.44,2.74,61.5,57.0,1052
53160,1.03,Ideal,F,VS2,6.49,6.51,3.99,61.4,58.0,6809
53161,0.7,Ideal,H,VS2,5.73,5.77,3.52,61.2,57.0,3145
53162,0.32,Very Good,E,IF,4.43,4.46,2.73,61.4,55.0,1018
53163,2.1,Ideal,I,SI2,8.18,8.15,5.12,63.0,56.0,10457
53164,1.21,Very Good,H,VS2,6.75,6.8,4.26,62.9,57.0,6189
53165,1.2,Good,G,VS1,6.59,6.56,4.18,63.6,58.0,8387
53166,0.73,Very Good,F,SI1,5.68,5.72,3.62,63.5,56.0,2360
53167,1.56,Premium,D,SI1,7.36,7.44,4.63,62.6,58.0,12226
53168,1.07,Ideal,J,VS2,6.59,6.55,4.04,61.6,56.0,4686
53169,0.3,Ideal,H,IF,4.34,4.31,2.66,61.5,56.0,1013
53170,0.37,Premium,H,VS1,4.6,4.63,2.81,60.9,60.0,649
53171,1.01,Premium,F,VS2,6.4,6.39,4.01,62.7,58.0,6097
53172,0.71,Ideal,I,VS2,5.68,5.71,3.55,62.3,59.0,2233
53173,0.31,Ideal,G,IF,4.37,4.39,2.7,61.6,55.0,891
53174,0.51,Premium,F,VVS2,5.1,5.08,3.17,62.3,58.0,2056
53175,0.32,Ideal,D,SI1,4.41,4.39,2.75,62.5,54.0,756
53176,0.38,Premium,F,VVS1,4.66,4.63,2.86,61.6,58.0,1257
53177,0.51,Ideal,D,SI2,5.12,5.1,3.21,62.8,57.0,1359
53178,0.51,Ideal,G,VS1,5.14,5.12,3.17,61.8,57.0,1662
53179,1.01,Very Good,E,SI1,6.37,6.34,4.01,63.1,60.0,5002
53180,0.78,Very Good,I,SI2,5.92,5.97,3.6,60.6,58.0,2271
53181,2.07,Very Good,I,VS2,8.24,8.29,5.01,60.6,58.0,16378
53182,0.9,Good,F,VS2,6.21,6.26,3.74,60.0,58.0,4655
53183,0.7,Ideal,I,SI1,5.75,5.79,3.49,60.4,57.0,2623
53184,0.31,Premium,D,SI1,4.49,4.44,2.61,58.5,59.0,537
53185,0.51,Very Good,E,VS1,5.28,5.32,3.08,58.1,60.0,1583
53186,1.14,Good,G,VS1,6.61,6.67,4.21,63.4,58.0,7042
53187,0.31,Premium,D,SI1,4.39,4.38,2.67,60.9,60.0,732
53188,0.9,Good,J,SI1,6.0,5.96,3.83,64.0,61.0,2873
53189,0.65,Very Good,I,VVS1,5.53,5.57,3.43,61.8,56.0,1801
53190,0.5,Premium,F,VS2,5.07,5.03,3.17,62.8,61.0,1654
53191,0.35,Ideal,G,VVS2,4.62,4.59,2.82,61.2,55.0,1092
53192,0.52,Premium,H,SI1,5.16,5.12,3.22,62.6,55.0,1219
53193,1.87,Very Good,H,SI1,7.79,7.83,4.91,62.9,58.0,14308
53194,1.25,Ideal,F,VS1,6.93,6.92,4.27,61.7,56.0,9996
53195,0.52,Very Good,E,SI1,5.26,5.3,3.13,59.3,59.0,1438
53196,0.9,Very Good,E,VS2,6.23,6.29,3.78,60.4,60.0,4707
53197,0.82,Very Good,G,SI1,6.02,5.97,3.78,63.1,52.0,2716
53198,1.26,Ideal,F,VS2,6.96,6.99,4.27,61.2,57.0,9999
53199,1.31,Ideal,I,SI2,7.05,7.01,4.29,61.0,59.0,5820
53200,0.72,Ideal,H,VS1,5.78,5.81,3.58,61.8,55.0,3167
53201,1.0,Very Good,G,VS1,6.52,6.54,3.88,59.4,59.0,6867
53202,2.0,Ideal,H,SI2,8.29,8.22,4.93,59.7,57.0,11988
53203,0.9,Very Good,F,SI2,6.09,6.16,3.86,63.0,56.0,3368
53204,0.58,Ideal,F,SI2,5.27,5.33,3.32,62.6,57.0,1208
53205,1.51,Ideal,I,VS2,7.37,7.33,4.62,62.9,53.0,9471
53206,0.31,Ideal,E,VS2,4.41,4.38,2.7,61.4,54.0,872
53207,2.0,Fair,H,SI1,7.86,7.77,5.09,65.1,56.0,14430
53208,0.77,Good,D,VS2,5.84,5.77,3.73,64.3,56.0,3428
53209,0.37,Ideal,G,IF,4.65,4.67,2.85,61.2,56.0,1056
53210,0.51,Very Good,E,VS2,5.02,5.06,3.23,64.1,57.0,1549
53211,1.05,Ideal,E,VS1,6.5,6.44,4.05,62.6,57.0,7762
53212,0.73,Ideal,G,VS2,5.79,5.81,3.58,61.7,56.0,3154
53213,1.01,Fair,F,SI1,6.21,6.13,4.12,66.8,60.0,3991
53214,0.3,Ideal,I,VVS2,4.29,4.32,2.68,62.3,53.7,532
53215,0.32,Good,F,SI1,4.33,4.29,2.75,63.8,59.0,593
53216,0.54,Very Good,E,SI2,5.18,5.14,3.27,63.4,56.0,1250
53217,0.55,Premium,E,SI1,5.3,5.25,3.22,61.0,61.0,1668
53218,1.32,Ideal,G,SI2,6.98,6.94,4.38,62.9,57.0,6409
53219,1.01,Good,D,VS1,6.29,6.41,3.95,62.2,62.0,7303
53220,0.5,Ideal,D,VVS2,5.1,5.14,3.16,61.8,54.1,2639
53221,0.53,Ideal,E,VS2,5.24,5.21,3.21,61.4,56.0,1813
53222,1.72,Ideal,H,SI1,7.65,7.55,4.72,62.2,57.0,7840
53223,0.3,Ideal,E,SI2,4.32,4.35,2.69,62.1,54.0,401
53224,0.3,Ideal,I,VVS2,4.27,4.31,2.68,62.5,54.0,495
53225,0.3,Premium,H,SI1,4.28,4.22,2.66,62.6,58.0,540
53226,0.51,Very Good,F,SI1,5.05,5.1,3.19,62.9,56.0,1308
53227,0.32,Ideal,G,VS1,4.45,4.48,2.74,61.4,54.0,614
53228,1.53,Premium,J,IF,7.45,7.41,4.54,61.1,58.0,9596
53229,0.5,Very Good,E,VS2,5.01,5.03,3.13,62.4,57.0,1568
53230,1.21,Ideal,G,VVS2,6.92,7.01,4.14,59.4,59.0,9954
53231,1.01,Premium,H,VS2,6.47,6.39,3.9,60.7,61.0,4921
53232,0.3,Ideal,E,VS2,4.34,4.36,2.69,61.8,55.0,795
53233,0.75,Ideal,E,SI2,5.9,5.86,3.63,61.7,55.0,2609
53234,1.07,Ideal,I,VS2,6.66,6.6,4.05,61.1,57.0,4319
53235,1.01,Premium,G,VS1,6.49,6.48,3.86,59.5,60.0,4853
53236,0.36,Very Good,F,VS2,4.55,4.6,2.79,61.3,59.0,741
53237,1.0,Fair,G,VS2,6.26,6.2,4.02,64.5,58.0,5161
53238,0.25,Very Good,G,VVS1,3.98,4.03,2.55,63.7,54.0,451
53239,1.01,Premium,H,SI1,6.43,6.39,3.98,62.1,60.0,4439
53240,1.14,Very Good,D,IF,6.83,6.9,4.06,59.1,58.0,18112
53241,0.39,Ideal,E,VVS2,4.72,4.74,2.86,60.5,57.0,1300
53242,0.33,Ideal,F,VVS2,4.48,4.51,2.73,60.7,57.0,824
53243,0.4,Ideal,E,VS2,4.78,4.75,2.92,61.4,57.0,1150
53244,1.5,Very Good,F,SI1,7.2,7.16,4.55,63.4,58.0,10962
53245,0.71,Ideal,E,VS1,5.76,5.73,3.57,62.1,53.0,2963
53246,0.79,Ideal,D,SI1,5.94,6.0,3.65,61.1,57.0,3209
53247,0.7,Good,G,VS2,5.57,5.61,3.5,62.6,61.0,2699
53248,1.1,Ideal,H,VS1,6.65,6.64,4.08,61.4,57.0,6470
53249,0.58,Very Good,F,VS2,5.39,5.36,3.26,60.7,63.0,1914
53250,0.41,Good,D,SI1,4.98,4.94,2.8,56.5,63.0,758
53251,0.3,Good,G,VS1,4.28,4.25,2.72,63.8,55.0,776
53252,0.3,Premium,E,SI2,4.31,4.28,2.66,61.9,58.0,540
53253,0.9,Very Good,H,SI2,6.38,6.24,3.76,59.6,59.0,3250
53254,1.56,Very Good,I,SI1,7.5,7.59,4.54,60.2,61.0,8470
53255,1.0,Good,G,VVS1,6.31,6.35,4.04,63.8,60.0,7007
53256,0.54,Ideal,F,VS2,5.3,5.27,3.23,61.1,57.0,1820
53257,0.9,Fair,G,SI2,6.06,6.0,3.89,64.5,56.0,2858
53258,1.28,Very Good,F,VVS2,6.92,7.01,4.32,62.0,57.0,11602
53259,0.71,Very Good,E,VS2,5.79,5.83,3.48,59.9,59.0,3053
53260,0.31,Good,G,VS1,4.28,4.29,2.71,63.2,56.0,625
53261,1.19,Ideal,F,VVS2,6.85,6.83,4.16,60.8,57.0,10748
53262,0.5,Premium,G,VS1,5.1,5.08,3.09,60.7,62.0,1629
53263,1.51,Premium,G,VS2,7.57,7.54,4.39,58.1,61.0,11746
53264,1.23,Ideal,I,VS2,6.81,6.88,4.27,62.4,58.0,6817
53265,0.91,Ideal,E,SI1,6.27,6.29,3.82,60.8,57.0,4429
53266,0.91,Ideal,F,SI1,6.29,6.34,3.8,60.2,57.0,4108
53267,1.2,Premium,E,VS2,6.75,6.71,4.24,63.0,58.0,9139
53268,0.7,Very Good,E,VS1,5.69,5.75,3.52,61.5,56.0,2967
53269,0.42,Premium,I,SI2,4.84,4.78,2.96,61.5,59.0,709
53270,0.32,Ideal,H,VS2,4.35,4.39,2.71,62.0,57.0,505
53271,0.23,Ideal,F,VS1,3.96,3.99,2.44,61.4,55.0,548
53272,1.06,Very Good,I,SI1,6.62,6.67,4.0,60.2,59.0,4507
53273,1.21,Ideal,I,VS1,6.89,6.93,4.17,60.3,60.0,6279
53274,0.51,Very Good,E,SI1,5.08,5.05,3.2,63.2,61.0,1443
53275,0.32,Ideal,G,VS2,4.4,4.36,2.72,62.1,56.0,672
53276,0.2,Premium,E,VS2,3.81,3.78,2.24,59.0,60.0,367
53277,0.72,Premium,E,SI2,5.88,5.85,3.48,59.3,60.0,1808
53278,0.7,Ideal,F,VVS1,5.62,5.67,3.53,62.5,57.0,3683
53279,0.31,Ideal,G,VS2,4.41,4.39,2.71,61.6,54.0,698
53280,1.02,Ideal,H,SI1,6.51,6.55,4.02,61.6,56.0,4476
53281,0.54,Ideal,E,VS2,5.24,5.2,3.23,61.9,55.0,1847
53282,0.31,Ideal,E,VS2,4.38,4.41,2.7,61.4,54.0,680
53283,1.54,Ideal,J,VS1,7.41,7.49,4.62,62.0,53.0,8207
